COMPID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132
1417	1072835	1549229	1456002	1122864	1029905	378593	634906	1157027	752852	1065265	920288	946155	525539	633747	593903	908643	779298	1018763	1294683	869335	431083	453293	955544	622743	820729	534349	1394306	1092240	2897176	641714	637773	780783	300559	961735	538596	1035811	1007505	844709	773505	1221376	933993	389679	759351	459355	540734	622396	691413	842516	603931	878867	857095	954489	773850	785182	774635	671648	583139	884200	493839	752251	779265	327700	788141	994689	1038295	698957	647525	16347240	718031	896095	509334	709634	389945	900926	568354	1173041	466613	588056	346394	490421	467596	657802	300537	761086	896601	636242	463563	604495	501371	822863	519684	574337	993268	577141	389016	410066	805198	1059238	507213	1205585	1084293	786543	398601	541882	366165	807911	683581	975635	780750	864356	396541	1019385	880188	953283	1122345	1093298	818840	1122799	622888	702912	654010	827814	1753765	859976	1575737	1136587	1068605	774866	823007	1085348	499421	1424729
15140	23654414	17049084	29322236	28213868	14925857	8237025	17560468	16322645	14495853	15268041	17135088	19465388	8539219	16622635	8911362	19785242	14318908	11336006	15292099	14273171	11764327	9438908	15135437	21107750	15435784	15142955	9893611	11186998	25354354	9365031	12297781	15338837	14292074	11685222	25999910	17752312	19474652	30823674	18022426	18037094	17332386	12118458	12548057	13144916	16453875	15948887	16663595	19051344	14636932	17957402	23873276	17102890	17700512	13534742	17607062	7229726	16440449	11185836	16851494	16153887	16336072	8255082	19024758	22100528	13958973	6688652	15707933	17319324	14646562	15100465	14161938	17356604	15607640	13302612	10539320	18566782	7922652	16077040	6813347	16946522	19275972	18149274	6650974	14302747	17196594	12662573	19011476	23303858	11528912	16692956	13416441	11232858	16012081	6444314	6409942	11855750	9406777	18111170	19710042	12007439	21723814	10864462	10733553	17242266	17257032	20472348	12376715	22012764	17202386	19114282	15581747	24847666	16537633	17044248	21840874	26958700	19578282	18990412	16515057	19237540	16238887	17218402	30931812	24500114	19024500	13368437	20040988	17911548	12990582	17756214	15691807	18774982
527	813240128	974185216	615942784	963654784	1055992832	754080128	791728832	1010591616	897991168	518599968	402407616	645078016	686856128	793751104	818015232	851861824	791233920	1058596928	944517888	894591680	993275136	821574080	692784512	866143552	750547328	628098560	977403456	696761088	893850624	863732160	431229472	917328320	579711488	947906368	381787424	705061888	366377152	761659712	860129728	796409216	857060800	992702400	381192960	367668992	1072664064	714214656	972830016	940588544	835849344	398483552	786742464	777120000	831016768	412460704	383471424	771282176	1068937664	817363520	932834560	997327616	598337408	771909120	572430144	1016798336	771556480	860045184	1212880768	1072353792	776845824	1065182848	689341312	1191089408	624137472	950067136	310706880	790055296	845505856	666643968	776493184	1072107264	1169561984	390915488	338905920	1176695680	475650912	998436608	1135627904	451975136	807111488	1003529280	566100416	682607424	977020800	1031272256	470004352	882002560	1100011264	1052574976	539530560	1296427776	371243072	394970752	353550944	209012240	492557440	458725792	272056768	419664704	303736416	421760320	371645504	293103104	459138400	385898304	486330464	443532512	306309600	454124256	299434720	356409024	1130795136	544000512	1000805568	800252224	822673728	536538304	763455168	347219264	348723744	400774752	862737664	216276704
39864	200469	220101	140618		125402			215677	112625		124801	116533	265102	325462	139015	291589	181991	203287	211022	216452	175891			138680			134564		214612	206081	181132	209597	111253		184289	179034	108111	145222	311161		121662		101916	154818	93526	122969	202739		128952	202381	219216	160709	370313	200370	504721		293172	248297	354893	711065	201884		150411	171480	328681	254731	120424	274291	224066	387464	325930		163926	444006		307777	210560	367090	268623	131111	430253	317309	242903	315808	652959	113744	258468	418543	402209	319528	271539	383025	241831	237210	212546	424108			256835	217406		211743	157477	133194	195521	82040	166360	79588	173228	368174	212465	193652			280786	205603	180516	187899	402761	196180	293820		387815	248872	157359		173155	238219	402091	308593	260803	211743
1645	314755616	802858688	368232160	96216536	368392864	303185760	72929808	264644160	165855856	291168096	99208784	111476216	47662808	121601248	237968992	103860192	506382208	334985408	359066912	801376576	866681344	312642272	44836224	107287280	454276992	90366296	360861088	157746544	95079616	233348480	102871664	207283088	461152064	124615288	158333344	206624368	39291084	269125440	112998320	173935232	52499840	190131616	368816224	122197992	78809024	74556904	136318576	126911760	628390848	120918376	65597540	157075120	104619648	151344032	85365232	57536048	400419456	68119592	144443008	741428864	158019936	38533104	127840136	73832080	123335680	743576768	67486048	81857488	67381816	63582004	238174576	223649248	280625120	86839384	132361104	588168256	173807040	83578144	61996548	66947616	123932416	64842364	231513408	198185616	105519136	45436544	150225712	64975924	69148008	46161516	77317096	114998112	43633120	107653216	139177536	78202552	76015616	75135920	64499312	207369296	64225136	56550356	528023040	125787928	55155532	587853440	59517500	68190144	151268496	107811544	58485108	244445296	544182912	108840000	131376600	83589736	89525176	87947896	57304880	50574712	131071872	53462988	269877056	134057448	109739376	133841200	56593872	163547968	38346248	81783208	236269008	624833216
34534	339801	157992	273928	234399	3426773	84781	165693	272905	304670	103234	274621	261858	103853	591508	773460	428483	471935	528297	162654	499674	164876	780372	280707	118698	549075	69947	169525	525752	639281	1759419	25384	86876	719974	55376	300067	775496	36788	1254821	147179	614629	51345	55492	383173	159678	274951	336704	295188	851900	1706380	132114	17962	750799	187254	200302	108523	63884	411834	83015	48688	226364	370012	173860	1524732	935879	172359	321370	138061	1037821	138522	395223	114878	12522	90967	469846	146712	765687	686874	83111	790783	170141	289608	330690	820242	580191	286716	217489	106738	313457	276389	107087	53944	207440	494484	619855	400156	316005	134653	581569	249942	1448404	144398	133553	119915	198656	161427	564470		55861	427512	410777	94509	612804	574712	271467	608464	463787	204446	284619	225926	168603	572915	161242	281758	354779	176399	573057	182214	70871	169772	100973	174500	322862
60	2479622144	2311711744	3237617664	1632427776	1658982144	1452590464	1092058240	1922403456	1360008960	1562405888	1134604032	3123152896	1308815360	1642890752	1534509952	1683373056	1207336192	1667918208	1382031744	2588797440	2344622592	1344831104	1787554432	1614695936	1983445760	1430474752	2128244352	1818245376	1849400064	1674243456	1497667456	1321739776	1437964800	1581290496	934172608	1846306432	2447207936	2203969792	1898969344	1930701696	1364904960	1978354048	1542596224	855503488	1192817920	1382356352	1640339328	1215821824	2827427584	1516223744	2732614656	1729979520	1357001216	1427478016	2144362752	1349439104	1771621120	1472438784	1472856704	1407013632	2120839040	1126223616	1408350464	1656221952	1762139136	1339132800	1570218880	1196501504	1720559360	1821425408	1477650944	2067244416	1270195712	1677976192	1104858880	1648948224	1897514240	1777036800	1483804800	2111516416	1611303936	1139657472	1478209536	2704439040	1821869568	1181131392	1043848384	1625599104	1734490368	1300239744	1784278528	1516899840	2175303936	1766056960	1165791232	2943419648	2043097472	1579373952	1558709760	1801831424	994220864	1661336704	892804416	1285456640	740115776	1005876928	2010165760	1580460544	1424409984	1256163456	1043787904	1343628672	1658460672	1267027072	1615782400	1776762368	1397804800	1414629120	1464542336	1316566272	1435653376	1330777216	3196769280	1878992768	1613865728	1750723584	1667038208	2291470336	1344152448	1583852800	1744201984	1767166208
40045	2076398	51390	78930	48659		23575		304231	80409	153780	162348	101446	83128	77987		223094		466841	224243	57354	51204		34032	263820	62719	345239	238447	119870	2979892	336987	110467	44446		892447	37608	248203	46456		16020	33701	54047	30392	193635	67871	444598	50977	587467	753599	19592		332376	179444	110277	28214	52049	189475	316294	118664	345685	33979	42343	13850	74678	47508	136349	423915	126952	17644	16892	36138		36322	186489	130817	310431		26111	1032319		199788	409214	586610	40062	179903	168631	174985	806212	208982		73216	261352	105711	74436	287313	191182	14105	30630	76494	20246	273952	26039	27214	82703	84077	311888	26170	73590	139927	54765	80569	140777	211309		177755	101145	65370	121780	153308	156321	109976	30119	79219	97576	30504		100955		21435	32973	151885	322733	214215
37530	37542768	13998135	29861784	81152	45369	6142324	21589964		3879342	46644780	53126308	9172620	5622473	1927884	15511641	28808	97050	587186		71351	82556		185523	510302	5623749	78701504	8257437	31913736	52633576	104239688	14292757	15930110	13460346	11074329	9889899	7436991	23583068	347416	158990	16429652	42299292	5416098	6412139	79047	252983	77367968	40297472	72799776	2568559	761521	15569483	5784488	724324		24859	29764058	46327540	89577760	24526424	5668282	9077883	1533170	19198200	7294908	13148156	16779220	24333552	11831754	3707918	32269		10904286	192946704	12339073	42793344	9219966	10517279	25468	20944078	109042944	72240760	146770208	7342254	21335266	47278348	36840600		46241828	166173	279846	68616472	31533944	87602	74112944	52513772	197882	12251	1115700	2392882	56302764				45192		12075				10468			9746	160821	29346					23883			136972	41307	35117		44124	13049	27583	21456796	18249	
46342	7525668	601453	1290676	52083	28706	301656	463869	152601	195771	2753855	1075056	3553608	2562823	185919	299673			20090		81923	385149	15819	62204	315803	159509	1133208	287673	567966	8423323	1138811	542153	474343	2699864	192250	469106	381795	3551455		14343	777213	4769141	234252	459484	54363	191441	1254167	1270338	960241	991826	47122	326051	183429	92687	184740	31569	4194382	2362684	14331813	1020324	841759	537334	469106	740341	251480	1300749	4845280	997462	864173	113282	189332		981928	3427649	25961024	864583	469106	980050		16041312	1656409	4268516	2778637	1782731	874314	2385337	823354	183112	2071559	30180	41967	29709920	1427887	26311	2851335	7621929	33776		17571	1787879	980846			217866		19403		17086	198755		9377		333798		47832	108752	395349		72222		173578			132206	101744		41548		103738		1599797		
22177	597904	412685	315819	243854	458728	274492	489160	318284	214671	393425	410343	626678	372822	202209	331916	350853	261386	354353	362237	356414	463928	459057	400746	362336	339235	349754	340728	274874	454057	229047	337087	130461	416355	200097	309801	383874	357470	393221	463126	507494	268695	263127	407121	405667	241981	338449	162419	313962	1379272	326229	742073	313588	295235	277728	383167	620774	339466	348511	721143	365453	297915	2209172	373449	336250	212956	350763	290579	460725	429328	298362	824058	570336	332526	377386	397505	453277	1169962	147548	2046173	380287	853972	358381	1060365	431904	351845	271817	630090	731217	321982	361425	1190409	371420	280582	2155680	1147311	280074	548894	670280	1111371	226551	257688	307614	870412	452418	751419	1702103	263744	230613	278419	305367	1043960	159238	283169	133804	225655	265068	375560	338302	363441	326964	217755	783170	348770	33692	381886	418040	1095389	346816	368953	437818	522998	324162
1364	30634	57963	118348	54726	18730	44876	54176	299576	31866	47026	67733	39538	20879	41632	44343		25958	28531	215053	145706	68871	93541	89722	36970	63809	38988	53357	24375	55285	43697	61837	35043	31031	75635	28468	37576	85025	25283	37239	142204	37962	51711	56866	23239	28696	35984	47568	23893	82609	26622	25175	56004	22051	46312	53796	37465	25760	54687	32734	33508	59186	50239		25374	48629	37248	20619	40511	32574	27986	50090	56040	44170	125080	22603	50790	31585	20699	43509	44360	38988	40278	45513	60900	20037	61948	24216		38127	27621	49753	51143	21998	40861	25545	16104	21915	26463	28083	36534	55179	14089	76990	45204	33305	34749	17124	31547	22241		19404	34723	54430	16239	46379	35059	20031	53403	47221	35829	28520	106816	30566	38438	41478	36216	37698	24231	46392	54461	65127	43609
32455										75422528																																						75422528																																																																																				
1105	7372630016	5911752704	3295894016	4433538560	10337997824	4020076800	4990810624	5118657536	5396292096	4573331456	3909309440	9104471040	2257556224	4670191616	10465673216	4544927232	7997209088	8819098624	3947060736	4931934208	4038137344	10223964160	6650194944	7327820800	7364540928	4501644800	9937854464	4098518272	7721150976	12951343104	4646142976	4909478400	3964140544	10400747520	5556261888	5289608704	2709553408	7312648704	6135938560	9953852416	4219762432	7437035520	3717051648	1814061568	9423471616	2898657024	4557946368	5651501056	11828401152	3502598912	2614026496	9490372608	3547467008	2707742208	2281624320	5932825088	7443357184	4599624192	4186762240	5382172160	5002411520	6185992704	5563110912	5239005184	5330086400	7402628096	1870421376	3230193664	5499977728	4992977920	4155848448	6315480576	4292508416	9919118336	5057731584	9482153984	6114155520	1757423232	4531653120	5992681984	5224302080	3104796928	7819594240	8120571392	2521104128	5127267328	2137067136	2688433152	3142335488	2380515840	4294345472	5772374016	3490511872	5144615936	5067784704	3539681024	3981069568	4838768640	3717532160	6556561408	2473277440	1583462144	1961889664	2949130752	2257801216	3644160256	1391560064	3058225408	5573203456	4612094976	1168253568	4260584704	4586349568	2467084032	6444055040	4436507648	2956085504	3681668864	3263787264	3097882112	4522607616	2344591872	6232995328	5787179520	2452457216	4353757184	3836699392	1097072128	2635959296	3550178560	3364605184	2416072960
34035	816004672	1566801408	391116352	345572352	1915281024	544912512	682561920	517570624	608023872	634698240	440542816	2229744896	188657408	373824000	1282610816	404858016	1128886272	1360680064	323085632	386860160	357991136	1616589056	1106964352	1805982336	597734144	591558336	2002022784	413721216	1703652096	1897211008	675670848	492737376	273844896	1268448256	360299424	560134016	261821680	537171200	721768704	1238548224	477369408	899209920	454428480	152962928	1025150784	218789440	1000902976	649150592	2767233792	377645728	166688000	2475102976	627942976	164545280	118566648	936014656	1158857600	661598656	447694720	945697664	643199232	1247844736	874299648	627138048	1019529536	1814595968	187734208	339025536	949458496	559409216	301760672	1639321472	443016704	2249831424	510759712	1413606528	1277533568	326516640	424203808	1159152896	728592320	322059936	1111702784	1837408128	200459296	678276032	102009848	232153056	310454720	178133408	762959104	1128933632	394702880	834783552	861917376	298604128	161703424	555193472	323119552	646271616	166189712	77589992	90235384	317878944	98851296	529621088	114719432	421146208	603139648	442424032	68609280	530360256	562599616	228326528	1147691648	363110624	185627680	412925152	217856896	203280832	262732064	98927504	612849216	1042356352	170831040	370714368	383386624	86061312	361634016	518309824	397172736	164368704
